work_id,units,c0_rows,parsed_units,landed_law_units,pending_law_units,unparsed_units,parse_laws,max_chapter,coordinate_collisions,y_state
"jewish-thought/ceremony-and-celebration-introduction-to-the-holidays",40,92637,0,0,0,40,"",0,0,"UNPARSED_TYPED"
"jewish-thought/crescas-on-guide-for-the-perplexed",70,8656,0,0,0,70,"",0,0,"UNPARSED_TYPED"
"jewish-thought/darkah-shel-torah",17,38945,16,0,16,1,"VARIANT_A_DOUBLED",16,0,"PARTIAL"
"jewish-thought/darkhei-moshe-amiel",433,541357,0,0,0,433,"",0,0,"UNPARSED_TYPED"
"jewish-thought/derashot-haran",12,77913,0,0,0,12,"",0,0,"UNPARSED_TYPED"
"jewish-thought/derekh-hashem",208,28127,0,0,0,208,"",0,0,"UNPARSED_TYPED"
"jewish-thought/dirshuni-i",75,25499,0,0,0,75,"",0,0,"UNPARSED_TYPED"
"jewish-thought/dirshuni-ii",76,40641,0,0,0,76,"",0,0,"UNPARSED_TYPED"
"jewish-thought/duties-of-the-heart",451,17079,0,0,0,451,"",0,0,"UNPARSED_TYPED"
"jewish-thought/efodi-on-guide-for-the-perplexed",151,5766,0,0,0,151,"",0,0,"UNPARSED_TYPED"
"jewish-thought/eight-chapters",68,9508,0,0,0,68,"",0,0,"UNPARSED_TYPED"
"jewish-thought/essay-on-fundamentals",69,4244,69,69,0,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED_LANDED_LAW"
"jewish-thought/future-tense-a-vision-for-jews-and-judaism-in-the-global-culture",13,66536,0,0,0,13,"",0,0,"UNPARSED_TYPED"
"jewish-thought/gan-naul",460,358288,0,0,0,460,"",0,0,"UNPARSED_TYPED"
"jewish-thought/guide-for-the-perplexed",184,171050,0,0,0,184,"",0,0,"UNPARSED_TYPED"
"jewish-thought/haemunot-vehadeot",121,35795,0,0,0,121,"",0,0,"UNPARSED_TYPED"
"jewish-thought/hamiddot-lecheker-hahalakhah",922,732755,0,0,0,922,"",0,0,"UNPARSED_TYPED"
"jewish-thought/horeb",719,226666,0,0,0,719,"",0,0,"UNPARSED_TYPED"
"jewish-thought/imrei-binah",1183,84475,0,0,0,1183,"",0,0,"UNPARSED_TYPED"
"jewish-thought/justice-in-the-jewish-state-according-to-the-torah",32,29781,32,0,32,0,"VARIANT_A_DOUBLED",32,0,"FULLY_PARSED_PENDING_LAW"
"jewish-thought/kuzari",350,47459,350,350,0,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED_LANDED_LAW"
"jewish-thought/letter-to-the-ten-lost-tribes-of-israel",21,3459,0,0,0,21,"",0,0,"UNPARSED_TYPED"
"jewish-thought/ma-amar-al-yishmael",1,9636,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"jewish-thought/marpeh-lanefesh",414,13778,0,0,0,414,"",0,0,"UNPARSED_TYPED"
"jewish-thought/matteh-dan",1089,69397,0,0,0,1089,"",0,0,"UNPARSED_TYPED"
"jewish-thought/megillat-eifah",1,2392,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"jewish-thought/minchat-kenaot",566,85907,0,0,0,566,"",0,0,"UNPARSED_TYPED"
"jewish-thought/morality-restoring-the-common-good-in-divided-times",26,86124,0,0,0,26,"",0,0,"UNPARSED_TYPED"
"jewish-thought/moreh-nevukhei-hazeman",922,189316,0,0,0,922,"",0,0,"UNPARSED_TYPED"
"jewish-thought/narboni-on-guide-for-the-perplexed",182,93021,0,0,0,182,"",0,0,"UNPARSED_TYPED"
"jewish-thought/nineteen-letters",641,25989,641,641,0,0,"CHAPTER_SECTION",19,0,"FULLY_PARSED_LANDED_LAW"
"jewish-thought/nishmat-chayyim",451,133277,0,0,0,451,"",0,0,"UNPARSED_TYPED"
"jewish-thought/not-in-god-s-name-confronting-religious-violence",19,70558,0,0,0,19,"",0,0,"UNPARSED_TYPED"
"jewish-thought/ohr-hashem",830,275057,0,0,0,830,"",0,0,"UNPARSED_TYPED"
"jewish-thought/panekha-avakesh",24,79443,22,0,22,2,"VARIANT_A_DOUBLED",22,0,"PARTIAL"
"jewish-thought/parashat-derakhim",26,143642,26,0,26,0,"VARIANT_A_DOUBLED",26,0,"FULLY_PARSED_PENDING_LAW"
"jewish-thought/pat-lechem",835,29692,0,0,0,835,"",0,0,"UNPARSED_TYPED"
"jewish-thought/penei-sheviit-nekabelah",9,23121,0,0,0,9,"",0,0,"UNPARSED_TYPED"
"jewish-thought/pur-hu-hagoral-homilies-for-purim",14,29347,0,0,0,14,"",0,0,"UNPARSED_TYPED"
"jewish-thought/radical-then-radical-now",18,56095,0,0,0,18,"",0,0,"UNPARSED_TYPED"
"jewish-thought/revealment-and-concealment-in-language",13,2162,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"jewish-thought/sefer-haikkarim",223,12365,0,0,0,223,"",0,0,"UNPARSED_TYPED"
"jewish-thought/sermons-unto-my-people",89,293928,0,0,0,89,"",0,0,"UNPARSED_TYPED"
"jewish-thought/talmud-series-shemitah",9,65875,6,0,6,3,"VARIANT_A_DOUBLED",6,0,"PARTIAL"
"jewish-thought/the-dignity-of-difference-how-to-avoid-the-clash-of-civilizations",12,49217,0,0,0,12,"",0,0,"UNPARSED_TYPED"
"jewish-thought/the-great-partnership-god-science-and-the-search-for-meaning",19,81401,0,0,0,19,"",0,0,"UNPARSED_TYPED"
"jewish-thought/the-home-we-build-together-recreating-society",23,76001,0,0,0,23,"",0,0,"UNPARSED_TYPED"
"jewish-thought/the-third-beit-hamikdash",75,40990,72,0,72,3,"VARIANT_A_DOUBLED",83,0,"PARTIAL"
"jewish-thought/the-wars-of-the-lord",723,168404,0,0,0,723,"",0,0,"UNPARSED_TYPED"
"jewish-thought/tiferet-yisrael",71,131214,70,0,70,1,"VARIANT_A_DOUBLED",70,0,"PARTIAL"
"jewish-thought/to-heal-a-fractured-world-the-ethics-of-responsibility",23,90343,0,0,0,23,"",0,0,"UNPARSED_TYPED"
"jewish-thought/torat-haolah",560,59405,0,0,0,560,"",0,0,"UNPARSED_TYPED"
"jewish-thought/tov-halevanon",574,10568,0,0,0,574,"",0,0,"UNPARSED_TYPED"
"jewish-thought/treatise-on-logic",182,7358,0,0,0,182,"",0,0,"UNPARSED_TYPED"
"jewish-thought/what-is-the-talmud",35,29578,0,0,0,35,"",0,0,"UNPARSED_TYPED"
"jewish-thought/zakhor-veshamor",18,141215,0,0,0,18,"",0,0,"UNPARSED_TYPED"
"jewish-thought/zikaron-leyom-rishon",12,18384,0,0,0,12,"",0,0,"UNPARSED_TYPED"
"kabbalah/abulafia-chayei-haolam-haba",1,22321,1,0,1,0,"VARIANT_B_WSR",1,0,"FULLY_PARSED_PENDING_LAW"
"kabbalah/abulafia-imrei-shefer",1,66,1,0,1,0,"VARIANT_B_WSR",2,0,"FULLY_PARSED_PENDING_LAW"
"kabbalah/asarah-perakim-leramchal",85,4357,85,85,0,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/beur-eser-sefirot",46,3204,46,46,0,0,"CHAPTER_SECTION",12,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/chesed-leavraham",1348,125711,0,0,0,1348,"",0,0,"UNPARSED_TYPED"
"kabbalah/daat-tevunot",1,40661,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"kabbalah/derech-etz-chayim-ramchal",78,5680,0,0,0,78,"",0,0,"UNPARSED_TYPED"
"kabbalah/heikhalot-rabbati",40,12072,0,0,0,40,"",0,0,"UNPARSED_TYPED"
"kabbalah/kalach-pitchei-chokhmah",1948,83822,1948,1948,0,0,"CHAPTER_SECTION",138,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/ketem-paz-on-zohar",2101,518887,0,0,0,2101,"",0,0,"UNPARSED_TYPED"
"kabbalah/maarekhet-haelokut",81,44041,0,0,0,81,"",0,0,"UNPARSED_TYPED"
"kabbalah/maaseh-rokeach-on-mishnah",1506,106174,0,0,0,1506,"",0,0,"UNPARSED_TYPED"
"kabbalah/maggid-meisharim",441,95106,441,441,0,0,"CHAPTER_SECTION",45,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/megalleh-amukkot-on-parashat-vaetchanan",280,148098,280,280,0,0,"CHAPTER_SECTION",252,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/mikdash-melekh-on-zohar",9639,441740,0,0,0,9639,"",0,0,"UNPARSED_TYPED"
"kabbalah/mitpachat-sefarim",54,5278,54,54,0,0,"CHAPTER_SECTION",2,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/ohr-hachammah-on-zohar",19757,1754025,0,0,0,19757,"",0,0,"UNPARSED_TYPED"
"kabbalah/ohr-neerav",959,7786,0,0,0,959,"",0,0,"UNPARSED_TYPED"
"kabbalah/ohr-penimi-on-talmud-eser-hasefirot",1655,427427,0,0,0,1655,"",0,0,"UNPARSED_TYPED"
"kabbalah/pardes-rimmonim",3445,399983,0,0,0,3445,"",0,0,"UNPARSED_TYPED"
"kabbalah/peri-etz-hadar",92,3161,92,92,0,0,"CHAPTER_SECTION",4,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/pri-yitzhak-on-sefer-yetzirah-gra-version",122,12993,0,0,0,122,"",0,0,"UNPARSED_TYPED"
"kabbalah/raavad-on-sefer-yetzirah",451,41705,0,0,0,451,"",0,0,"UNPARSED_TYPED"
"kabbalah/ramban-on-sefer-yetzirah",105,2862,0,0,0,105,"",0,0,"UNPARSED_TYPED"
"kabbalah/rasag-on-sefer-yetzirah",91,6518,0,0,0,91,"",0,0,"UNPARSED_TYPED"
"kabbalah/rashash-tefilat-harashash",1,783,1,0,1,0,"VARIANT_B_WSR",1,0,"FULLY_PARSED_PENDING_LAW"
"kabbalah/recanati-on-the-torah",1909,269315,0,0,0,1909,"",0,0,"UNPARSED_TYPED"
"kabbalah/sefer-habahir",46,2505,0,0,0,46,"",0,0,"UNPARSED_TYPED"
"kabbalah/sefer-hakanah",1502,130314,1502,1502,0,0,"CHAPTER_SECTION",112,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/sefer-yetzirah",48,1700,48,48,0,0,"CHAPTER_SECTION",6,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/shaarei-orah",1559,89223,0,0,0,1559,"",0,0,"UNPARSED_TYPED"
"kabbalah/shuvi-shuvi-hashulamit",123,19258,123,123,0,0,"CHAPTER_SECTION",3,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/talmud-eser-hasefirot",9441,441044,0,0,0,9441,"",0,0,"UNPARSED_TYPED"
"kabbalah/the-beginning-of-wisdom",40,2460,0,0,0,40,"",0,0,"UNPARSED_TYPED"
"kabbalah/the-wars-of-god",254,81889,254,254,0,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED_LANDED_LAW"
"kabbalah/tikkunei-zohar",294,149581,0,0,0,294,"",0,0,"UNPARSED_TYPED"
"kabbalah/zohar-chadash",4421,214028,0,0,0,4421,"",0,0,"UNPARSED_TYPED"
"liturgy/akdamut-milin",1,463,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/azharot-of-solomon-ibn-gabirol",275,2777,0,0,0,275,"",0,0,"UNPARSED_TYPED"
"liturgy/birkat-hamazon",10,1623,0,0,0,10,"",0,0,"UNPARSED_TYPED"
"liturgy/hadran",1,444,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/hallel",1,737,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/kabbalat-shabbat",61,7553,0,0,0,61,"",0,0,"UNPARSED_TYPED"
"liturgy/keter-malkhut",447,3692,447,447,0,0,"CHAPTER_SECTION",40,0,"FULLY_PARSED_LANDED_LAW"
"liturgy/kinnot-for-tisha-bav-ashkenaz",1065,14383,0,0,0,1065,"",0,0,"UNPARSED_TYPED"
"liturgy/lekha-dodi",38,142,38,38,0,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED_LANDED_LAW"
"liturgy/leshon-chakhamim",127,130293,0,0,0,127,"",0,0,"UNPARSED_TYPED"
"liturgy/maaneh-lashon-chabad",61,6422,61,61,0,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED_LANDED_LAW"
"liturgy/maavar-yabbok",787,170971,0,0,0,787,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-rosh-hashanah-ashkenaz",1488,44460,0,0,0,1488,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-rosh-hashanah-ashkenaz-linear",14761,44458,0,0,0,14761,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-yom-kippur-ashkenaz-linear",17895,69415,0,0,0,17895,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-yom-kippur-edot-hamizrach",56,68467,0,0,0,56,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-yom-kippur-sefard",67,99913,0,0,0,67,"",0,0,"UNPARSED_TYPED"
"liturgy/marbeh-lesaper-on-pesach-haggadah",352,52529,0,0,0,352,"",0,0,"UNPARSED_TYPED"
"liturgy/naftali-seva-ratzon-on-pesach-haggadah",54,36126,0,0,0,54,"",0,0,"UNPARSED_TYPED"
"liturgy/perek-shirah",8,1808,6,0,6,2,"VARIANT_A_DOUBLED",6,0,"PARTIAL"
"liturgy/pesach-haggadah",230,5538,0,0,0,230,"",0,0,"UNPARSED_TYPED"
"liturgy/pesach-haggadah-edot-hamizrah",31,7297,0,0,0,31,"",0,0,"UNPARSED_TYPED"
"liturgy/seder-maamadot",369,18491,369,369,0,0,"CHAPTER_SECTION",7,0,"FULLY_PARSED_LANDED_LAW"
"liturgy/selichot-edot-hamizrach",229,5445,0,0,0,229,"",0,0,"UNPARSED_TYPED"
"liturgy/selichot-nusach-ashkenaz-lita",2682,74630,0,0,0,2682,"",0,0,"UNPARSED_TYPED"
"liturgy/selichot-nusach-lita-linear",22257,74604,0,0,0,22257,"",0,0,"UNPARSED_TYPED"
"liturgy/selichot-nusach-polin",2233,64354,0,0,0,2233,"",0,0,"UNPARSED_TYPED"
"liturgy/shabbat-siddur-sefard-linear",14718,43184,0,0,0,14718,"",0,0,"UNPARSED_TYPED"
"liturgy/shalom-aleichem",8,48,8,8,0,0,"CHAPTER_SECTION",1,0,"FULLY_PARSED_LANDED_LAW"
"liturgy/shir-hakavod",1,279,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/siddur-ashkenaz",446,72436,0,0,0,446,"",0,0,"UNPARSED_TYPED"
"liturgy/siddur-edot-hamizrach",3379,109141,0,0,0,3379,"",0,0,"UNPARSED_TYPED"
"liturgy/siddur-sefard",6799,194859,0,0,0,6799,"",0,0,"UNPARSED_TYPED"
"liturgy/tikkun-haklali",1,3529,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/unetaneh-tokef",1,235,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/weekday-siddur-sefard-linear",73,28167,0,0,0,73,"",0,0,"UNPARSED_TYPED"
"liturgy/yedid-nefesh",1,94,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/yizkor",1,737,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"masorah/dikdukei-hateamim",1,10273,1,0,1,0,"VARIANT_B_WSR",50,0,"FULLY_PARSED_PENDING_LAW"
"masorah/sefat-yeter",1,127,1,0,1,0,"VARIANT_A_DOUBLED",1,0,"FULLY_PARSED_PENDING_LAW"
"midrash/aggadat-bereshit",222,45612,222,222,0,0,"CHAPTER_SECTION",84,0,"FULLY_PARSED_LANDED_LAW"
"midrash/alphabet-of-ben-sira",104,12993,0,0,0,104,"",0,0,"UNPARSED_TYPED"
"midrash/avot-derabbi-natan",253,31630,253,253,0,0,"CHAPTER_SECTION",41,0,"FULLY_PARSED_LANDED_LAW"
"midrash/avot-derabbi-natan-recension-b",626,43977,0,0,0,626,"",0,0,"UNPARSED_TYPED"
"midrash/bamidbar-rabbah",23,158683,0,0,0,23,"",0,0,"UNPARSED_TYPED"
"midrash/bereshit-rabbah/theodor-1903-parts-01-06",511,514958,0,0,0,511,"",0,0,"UNPARSED_TYPED"
"midrash/bereshit-rabbah/theodor-1903-parts-07-11",428,436941,0,0,0,428,"",0,0,"UNPARSED_TYPED"
"midrash/bereshit-rabbah/theodor-1903-parts-12-16",444,418860,0,0,0,444,"",0,0,"UNPARSED_TYPED"
"midrash/beur-haradal-on-pirkei-derabbi-eliezer",3398,296610,3398,3398,0,0,"CHAPTER_SECTION",54,0,"FULLY_PARSED_LANDED_LAW"
"midrash/beur-hareem-on-midrash-lekach-tov",2885,55427,0,0,0,2885,"",0,0,"UNPARSED_TYPED"
"midrash/chafetz-chaim-on-sifra",9017,219128,0,0,0,9017,"",0,0,"UNPARSED_TYPED"
"midrash/devarim-rabbah",11,36208,0,0,0,11,"",0,0,"UNPARSED_TYPED"
"midrash/eikhah-rabbah",91,27364,0,0,0,91,"",0,0,"UNPARSED_TYPED"
"midrash/ein-yaakov",3192,411603,0,0,0,3192,"",0,0,"UNPARSED_TYPED"
"midrash/ein-yaakov-glick-edition",204,255881,0,0,0,204,"",0,0,"UNPARSED_TYPED"
"midrash/esther-rabbah",10,20100,0,0,0,10,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-bamidbar-rabbah",311,7351,0,0,0,311,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-bereishit-rabbah",779,21846,0,0,0,779,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-devarim-rabbah",100,2808,0,0,0,100,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-eichah-rabbah",595,16761,0,0,0,595,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-esther-rabbah",181,6953,0,0,0,181,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-kohelet-rabbah",2154,51429,0,0,0,2154,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-ruth-rabbah",90,2685,0,0,0,90,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-shemot-rabbah",720,20334,0,0,0,720,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-shir-hashirim-rabbah",2617,98939,0,0,0,2617,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-vayikra-rabbah",681,21367,0,0,0,681,"",0,0,"UNPARSED_TYPED"
"midrash/kohelet-rabbah",21,5304,0,0,0,21,"",0,0,"UNPARSED_TYPED"
"midrash/maharzu-hakatzar-on-bereshit-rabbah",8,299,0,0,0,8,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-bamidbar-rabbah",177,2209,0,0,0,177,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-bereshit-rabbah",516,8130,0,0,0,516,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-devarim-rabbah",57,632,0,0,0,57,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-eichah-rabbah",484,6483,0,0,0,484,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-esther-rabbah",74,806,0,0,0,74,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-kohelet-rabbah",1683,21896,0,0,0,1683,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-ruth-rabbah",71,911,0,0,0,71,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-shemot-rabbah",229,2914,0,0,0,229,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-shir-hashirim-rabbah",1816,23485,0,0,0,1816,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-vayikra-rabbah",374,4690,0,0,0,374,"",0,0,"UNPARSED_TYPED"
"midrash/mekhilta-derabbi-shimon-ben-yochai",22,68958,0,0,0,22,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-aggadah",3269,121153,0,0,0,3269,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-bechiddush-on-pesach-haggadah",214,27022,0,0,0,214,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-haittamari",1087,157783,1087,1087,0,0,"CHAPTER_SECTION",31,0,"FULLY_PARSED_LANDED_LAW"
"midrash/midrash-lekach-tov",7822,364054,0,0,0,7822,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-ecclesiastes",2,676,0,0,0,2,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-esther",10,2494,0,0,0,10,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-lamentations",7,1341,0,0,0,7,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-ruth",12,1378,0,0,0,12,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-song-of-songs",3,1308,0,0,0,3,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-mishlei",31,25847,0,0,0,31,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-pinchas",451,31214,0,0,0,451,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-sekhel-tov",6889,253823,0,0,0,6889,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-shmuel",207,29185,207,207,0,0,"CHAPTER_SECTION",32,0,"FULLY_PARSED_LANDED_LAW"
"midrash/midrash-shmuel-on-avot",1518,225509,0,0,0,1518,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-tanchuma",2121,269021,0,0,0,2121,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-tanchuma-buber",2086,218791,0,0,0,2086,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-tannaim-on-deuteronomy",235,8510,0,0,0,235,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-tehillim",808,134637,808,808,0,0,"CHAPTER_SECTION",150,0,"FULLY_PARSED_LANDED_LAW"
"midrash/midrash-yelamdenu-selections-from-yalkut-talmud-torah",6,750,0,0,0,6,"",0,0,"UNPARSED_TYPED"
"midrash/mishnat-derabbi-eliezer-on-eichah-rabbah",11,513,0,0,0,11,"",0,0,"UNPARSED_TYPED"
"midrash/mishnat-derabbi-eliezer-on-ruth-rabbah",1,49,0,0,0,1,"",0,0,"UNPARSED_TYPED"
"midrash/mishnat-rabbi-eliezer",589,54507,589,589,0,0,"CHAPTER_SECTION",20,0,"FULLY_PARSED_LANDED_LAW"
"midrash/notes-and-corrections-on-midrash-aggadah",3395,70763,0,0,0,3395,"",0,0,"UNPARSED_TYPED"
"midrash/notes-and-corrections-on-midrash-lekach-tov",5953,132140,0,0,0,5953,"",0,0,"UNPARSED_TYPED"
"midrash/notes-and-corrections-on-midrash-lekach-tov-on-esther",254,3113,254,254,0,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED_LANDED_LAW"
"midrash/otzar-midrashim",5052,435259,0,0,0,5052,"",0,0,"UNPARSED_TYPED"
"midrash/par-echad-on-pirkei-derabbi-eliezer",186,14714,186,186,0,0,"CHAPTER_SECTION",54,0,"FULLY_PARSED_LANDED_LAW"
"midrash/perush-maharzu-on-bamidbar-rabbah",277,8522,0,0,0,277,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-bereshit-rabbah",462,22690,0,0,0,462,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-devarim-rabbah",74,2681,0,0,0,74,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-eichah-rabbah",323,9322,0,0,0,323,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-esther-rabbah",37,1281,0,0,0,37,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-kohelet-rabbah",870,22309,0,0,0,870,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-ruth-rabbah",68,1588,0,0,0,68,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-shemot-rabbah",495,16841,0,0,0,495,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-shir-hashirim-rabbah",1272,32667,0,0,0,1272,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-vayikra-rabbah",303,12534,0,0,0,303,"",0,0,"UNPARSED_TYPED"
"midrash/pesikta-derav-kahana",304,70359,304,304,0,0,"CHAPTER_SECTION",28,0,"FULLY_PARSED_LANDED_LAW"
"midrash/pesikta-rabbati",34,9742,0,0,0,34,"",0,0,"UNPARSED_TYPED"
"midrash/pirkei-avot",108,4706,108,108,0,0,"CHAPTER_SECTION",6,0,"FULLY_PARSED_LANDED_LAW"
"midrash/pirkei-derabbi-eliezer",656,43781,656,656,0,0,"CHAPTER_SECTION",54,0,"FULLY_PARSED_LANDED_LAW"
"midrash/raavad-on-sifra",1684,174266,0,0,0,1684,"",0,0,"UNPARSED_TYPED"
"midrash/rashi-on-bereshit-rabbah",270,6075,0,0,0,270,"",0,0,"UNPARSED_TYPED"
"midrash/ruth-rabbah",12,3723,0,0,0,12,"",0,0,"UNPARSED_TYPED"
"midrash/ruth-rabbah-lerner",90,18437,0,0,0,90,"",0,0,"UNPARSED_TYPED"
"midrash/seder-olam-rabbah",2,469,0,0,0,2,"",0,0,"UNPARSED_TYPED"
"midrash/seder-olam-zutta",10,2757,10,10,0,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED_LANDED_LAW"
"midrash/sefer-hayashar-midrash",308,88187,0,0,0,308,"",0,0,"UNPARSED_TYPED"
"midrash/shemot-rabbah",52,103923,0,0,0,52,"",0,0,"UNPARSED_TYPED"
"midrash/shir-hashirim-rabbah",24,6930,0,0,0,24,"",0,0,"UNPARSED_TYPED"
"midrash/sifra",302,291567,0,0,0,302,"",0,0,"UNPARSED_TYPED"
"midrash/sifrei-aggadah-on-esther",197,23582,0,0,0,197,"",0,0,"UNPARSED_TYPED"
"midrash/sifrei-bamidbar",295,58672,295,295,0,0,"CHAPTER_SECTION",161,0,"FULLY_PARSED_LANDED_LAW"
"midrash/sifrei-devarim",2357,81405,2357,2357,0,0,"CHAPTER_SECTION",357,0,"FULLY_PARSED_LANDED_LAW"
"midrash/sifrei-zuta",282,38128,0,0,0,282,"",0,0,"UNPARSED_TYPED"
"midrash/sifrei-zuta-midrashah-shel-lod",8,56508,0,0,0,8,"",0,0,"UNPARSED_TYPED"
"midrash/tanna-debei-eliyahu-rabbah",57,63395,57,57,0,0,"CHAPTER_SECTION",31,0,"FULLY_PARSED_LANDED_LAW"
"midrash/tanna-debei-eliyahu-zuta",98,28239,0,0,0,98,"",0,0,"UNPARSED_TYPED"
"midrash/tanna-devei-eliyahu",49,80068,0,0,0,49,"",0,0,"UNPARSED_TYPED"
"midrash/tractate-derekh-eretz-rabbah",99,4991,99,99,0,0,"CHAPTER_SECTION",11,0,"FULLY_PARSED_LANDED_LAW"
"midrash/tractate-derekh-eretz-zuta",38,1467,0,0,0,38,"",0,0,"UNPARSED_TYPED"
"midrash/tractate-kallah",26,2046,26,26,0,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED_LANDED_LAW"
"midrash/tractate-semachot",14,439,0,0,0,14,"",0,0,"UNPARSED_TYPED"
"midrash/tractate-soferim",227,11259,227,227,0,0,"CHAPTER_SECTION",21,0,"FULLY_PARSED_LANDED_LAW"
"midrash/vayikra-rabbah",37,78518,0,0,0,37,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-bereshit-rabbah",83,4921,0,0,0,83,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-devarim-rabbah",9,503,0,0,0,9,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-kohelet-rabbah",68,3700,0,0,0,68,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-shemot-rabbah",69,4571,0,0,0,69,"",0,0,"UNPARSED_TYPED"
